source,target
HB10272,"dimaporo, mohamad khalid q."
HB10272,"dimaporo, abdullah d."
HB10272,"tiangco, john reynald m."
HB10272,"silverio, lorna c."
HB10272,"rodriguez, rufus b."
HB10272,"fariñas, ria christina g."
HB10272,"dagooc, sergio c."
HB10272,"villa, jake vincent"
HB10272,"villarica, henry r."
HB10272,"albano, antonio ""tonypet"" t."
HB10272,"campos, luis jr. n."
HB10272,"dy, faustino michael carlos iii t."
HB10272,"bravo, narciso jr. r."
HB10272,"arenas, rose marie ""baby"" j."
HB10272,"suarez, david ""jay-jay"" c."
HB10272,"tallado, josefina b."
HB10272,"dalipe, manuel jose ""mannix"" m."
HB10272,"eriguel, sandra y., m.d."
HB10272,"uy, juliette t."
HB10272,"salvador-tambunting, joy myra"
HB10272,"violago, micaela s."
HB10272,"bernos, joseph sto. niño b."
HB10272,"natividad-nagaño, maricel g., md."
HB10272,"sakaluran, princess  rihan m."
HB10272,"matugas, francisco jose ii ""bingo"" f., cpa,ceso,llb"
HB10272,"duavit, michael john r."
HB10272,"ouano-dizon, emmarie ""lolypop"" m."
HB10272,"nava, ma. lucille l., m.d."
HB10272,"frasco, vincent franco 'duke'  d."
HB10272,"espina, gerardo  jr. ""gerryboy""  j."
HB10272,"vargas, alfred d."
HB10272,"daza, paul ruiz"
HB10272,"gonzales, aurelio jr. ""dong"" d."
HB10272,"tan, angelina ""helen"" d.l., m.d."
HB10272,"vergara, rosanna ""ria"" v."
HB10272,"yap, eric go"
HB10272,"sarmiento, edgar mary s."
HB10272,"go, ed christopher  s."
HB10272,"zamora, manuel ""way kurat"" e."
HB10272,"benitez, francisco ""kiko""  b."
HB10272,"fariñas, rudys caesar i g."
HB10272,"garcia, jose enrique iii ""joet"" s."
HB10273,"salvador-tambunting, joy myra"
HB10274,"vargas, alfred d."
HB10275,"vargas, alfred d."
HB10276,"suansing, horacio jr. p."
HB10276,"go, mark o."
HB10276,"bordado, gabriel jr. h."
HB10276,"reyes, allan benedict s."
HB10276,"ermita-buhain, elenita milagros ""eileen"""
HB10276,"nuñez-malanyaon, corazon t."
HB10276,"cuaresma, luisa lloren"
HB10276,"gullas, eduardo ""eddie"" r."
HB10276,"chipeco, joaquin jr. m."
HB10276,"gasataya, greg g."
HB10276,"limkaichong, jocelyn sy"
HB10276,"padiernos, jose gay g."
HB10276,"ong, ronnie l."
HB10276,"gorriceta, michael b."
HB10276,"biazon, ruffy b."
HB10276,"garin, sharon s."
HB10276,"singson-meehan, kristine"
HB10276,"sagarbarria, manuel t."
HB10276,"garcia, pablo john f."
HB10276,"pimentel, johnny ty"
HB10276,"fuentebella, arnie b."
HB10276,"olivarez, eric l."
HB10276,"salceda, joey sarte"
HB10276,"nieto, john marvin ""yul servo"" c."
HB10276,"quimbo, stella luz a."
HB10276,"salimbangon, janice z."
HB10276,"agabas, tyrone d."
HB10276,"romulo, roman t."
HB10276,"yu, divina grace c."
HB10276,"sacdalan, joselito ""joel"" s."
HB10276,"gatchalian, wes"
HB10276,"calderon, peter john d."
HB10276,"robes, florida ""rida"" p."
HB10276,"geron, rico b."
HB10276,"bautista-bandigan, lorna p."
HB10276,"collantes, ma. theresa v."
HB10276,"macapagal arroyo, juan miguel"
HB10276,"nograles, jericho jonas b."
HB10276,"lagon, sonny ""sl"" l."
HB10276,"revilla, strike b."
HB10276,"gonzalez, sandro l."
HB10276,"suarez, aleta c."
HB10276,"hofer, ann k."
HB10276,"labadlabad, glona g."
HB10276,"deloso-montalla, cheryl p."
HB10276,"cabatbat, argel joseph t."
HB10276,"lacson, virgilio s."
HB10276,"maceda, edward vera perez"
HB10276,"castro, france l."
HB10276,"nograles, juan fidel felipe f."
HB10276,"zarate, carlos isagani t."
HB10276,"escudero, evelina g."
HB10276,"abueg-zaldivar, cyrille ""beng"" f."
HB10276,"fortun, lawrence ""law"" h."
HB10276,"tan, alyssa sheena p."
HB10276,"tejada, jose ""ping-ping"" i."
HB10276,"de venecia, christopher v.p."
HB10276,"gonzaga, ruwel peter s."
HB10276,"baronda, julienne ""jam"" l."
HB10276,"dalog, maximo jr. y."
HB10276,"cari, carl nicolas c."
HB10276,"haresco, teodorico jr. t."
HB10276,"tutor, kristine alexie b."
HB10276,"ebcas, adriano a."
HB10276,"dimaporo, mohamad khalid q."
HB10276,"savellano, deogracias victor ""dv"" b."
HB10276,"canama, sabiniano s."
HB10276,"bascug, alfel m."
HB10276,"dimaporo, abdullah d."
HB10276,"tiangco, john reynald m."
HB10276,"rodriguez, rufus b."
HB10276,"fariñas, ria christina g."
HB10276,"malapitan, dale ""along"" r."
HB10276,"dagooc, sergio c."
HB10276,"villa, jake vincent"
HB10276,"cua, junie e."
HB10276,"zubiri, manuel f."
HB10276,"dy, faustino michael carlos iii t."
HB10276,"bravo, narciso jr. r."
HB10276,"dalipe, manuel jose ""mannix"" m."
HB10276,"suarez, david ""jay-jay"" c."
HB10276,"salvador-tambunting, joy myra"
HB10276,"suansing, estrellita b."
HB10276,"violago, micaela s."
HB10276,"natividad-nagaño, maricel g., md."
HB10276,"tupas, raul ""boboy"" c."
HB10276,"espino, jumel anthony i."
HB10276,"ordanes, rodolfo m."
HB10276,"ouano-dizon, emmarie ""lolypop"" m."
HB10276,"nava, ma. lucille l., m.d."
HB10276,"kho, wilton ""tonton"" tan"
HB10276,"mariño,  mario vittorio ""marvey"" a."
HB10276,"daza, paul ruiz"
HB10276,"tan, angelina ""helen"" d.l., m.d."
HB10276,"cabochan, manuel iii dg."
HB10276,"vergara, rosanna ""ria"" v."
HB10276,"yap, eric go"
HB10276,"ecleo, alan 1 b."
HB10276,"go, ed christopher  s."
HB10276,"ty, allan u."
HB10276,"peña, romulo jr.  ""kid"""
HB10276,"benitez, francisco ""kiko""  b."
HB10276,"fariñas, rudys caesar i g."
HB10276,"crisologo, anthony peter ""onyx""  d."
HB10276,"garcia, jose enrique iii ""joet"" s."
HB10277,"bordado, gabriel jr. h."
HB10277,"madrona, eleandro jesus f."
HB10278,"tutor, kristine alexie b."
HB10278,"go, mark o."
HB10278,"bordado, gabriel jr. h."
HB10278,"cabredo, fernando t."
HB10278,"dimaporo, abdullah d."
HB10278,"quimbo, stella luz a."
HB10278,"romulo, roman t."
HB10278,"cuaresma, luisa lloren"
HB10278,"elago, sarah jane i."
HB10278,"mariano-hernandez, ruth"
HB10278,"oaminal, henry s."
HB10278,"escudero, evelina g."
HB10278,"abueg-zaldivar, cyrille ""beng"" f."
HB10278,"fortuno, jocelyn f."
HB10278,"tejada, jose ""ping-ping"" i."
HB10278,"loyola, dahlia a."
HB10278,"reyes, allan benedict s."
HB10278,"bautista-bandigan, lorna p."
HB10278,"violago, micaela s."
HB10278,"dalog, maximo jr. y."
HB10278,"cari, carl nicolas c."
HB10278,"vergara, rosanna ""ria"" v."
HB10278,"yap, eric go"
HB10278,"lusotan, macnell m."
HB10279,"go, mark o."
HB10279,"bordado, gabriel jr. h."
HB10279,"lacson, virgilio s."
HB10279,"maceda, edward vera perez"
HB10279,"castro, france l."
HB10279,"cuaresma, luisa lloren"
HB10279,"elago, sarah jane i."
HB10279,"balindong, yasser alonto"
HB10279,"mariano-hernandez, ruth"
HB10279,"escudero, evelina g."
HB10279,"abueg-zaldivar, cyrille ""beng"" f."
HB10279,"saulog, irene gay f."
HB10279,"de venecia, christopher v.p."
HB10279,"umali, ma. victoria v."
HB10279,"loyola, dahlia a."
HB10279,"cari, carl nicolas c."
HB10279,"tutor, kristine alexie b."
HB10279,"cabredo, fernando t."
HB10279,"abunda, maria fe r."
HB10279,"bascug, alfel m."
HB10279,"rodriguez, rufus b."
HB10279,"romulo, roman t."
HB10279,"romualdo, xavier jesus d."
HB10279,"robes, florida ""rida"" p."
HB10279,"dalipe, manuel jose ""mannix"" m."
HB10279,"babasa, leonardo jr. l."
HB10279,"castelo, precious hipolito"
HB10279,"reyes, allan benedict s."
HB10279,"bautista-bandigan, lorna p."
HB10279,"violago, micaela s."
HB10279,"vergara, rosanna ""ria"" v."
HB10279,"yap, eric go"
HB10279,"lusotan, macnell m."
HB10280,"siao, frederick w."
HB10280,"madrona, eleandro jesus f."
HB10281,"romualdo, xavier jesus d."
HB10281,"romualdez, ferdinand martin g."
HB10281,"veloso, vicente iii ""ching"" s.e."
HB10281,"de venecia, christopher v.p."
HB10281,"dagooc, sergio c."
HB10281,"flores, jonathan keith t."
HB10281,"crisologo, anthony peter ""onyx""  d."
HB10282,"suansing, horacio jr. p."
HB10282,"plaza, eddiebong g."
HB10282,"go, mark o."
HB10282,"villanueva, eduardo ""bro. eddie"" c."
HB10282,"bordado, gabriel jr. h."
HB10282,"enverga, wilfrido mark m."
HB10282,"nuñez-malanyaon, corazon t."
HB10282,"siao, frederick w."
HB10282,"cuaresma, luisa lloren"
HB10282,"gullas, eduardo ""eddie"" r."
HB10282,"gasataya, greg g."
HB10282,"limkaichong, jocelyn sy"
HB10282,"sanchez, hector s."
HB10282,"defensor, lorenz r."
HB10282,"gorriceta, michael b."
HB10282,"yap, victor a."
HB10282,"biazon, ruffy b."
HB10282,"guya, godofredo n."
HB10282,"garin, sharon s."
HB10282,"singson-meehan, kristine"
HB10282,"garcia, pablo john f."
HB10282,"sagarbarria, manuel t."
HB10282,"sangcopan, amihilda j."
HB10282,"taduran, rowena niña o."
HB10282,"salceda, joey sarte"
HB10282,"nieto, john marvin ""yul servo"" c."
HB10282,"cagas, mercedes ""didi"" c."
HB10282,"quimbo, stella luz a."
HB10282,"salimbangon, janice z."
HB10282,"agabas, tyrone d."
HB10282,"romulo, roman t."
HB10282,"barba, angelo marcos"
HB10282,"sacdalan, joselito ""joel"" s."
HB10282,"romualdo, xavier jesus d."
HB10282,"gatchalian, wes"
HB10282,"castelo, precious hipolito"
HB10282,"babasa, leonardo jr. l."
HB10282,"collantes, ma. theresa v."
HB10282,"bautista-bandigan, lorna p."
HB10282,"nograles, jericho jonas b."
HB10282,"revilla, strike b."
HB10282,"hofer, ann k."
HB10282,"labadlabad, glona g."
HB10282,"deloso-montalla, cheryl p."
HB10282,"cabatbat, argel joseph t."
HB10282,"bolilia, lianda b."
HB10282,"lacson, virgilio s."
HB10282,"maceda, edward vera perez"
HB10282,"elago, sarah jane i."
HB10282,"balindong, yasser alonto"
HB10282,"mariano-hernandez, ruth"
HB10282,"escudero, evelina g."
HB10282,"abueg-zaldivar, cyrille ""beng"" f."
HB10282,"suntay, jesus ""bong"" c."
HB10282,"fortun, lawrence ""law"" h."
HB10282,"dujali, alan ""aldu"" r."
HB10282,"tan, alyssa sheena p."
HB10282,"tejada, jose ""ping-ping"" i."
HB10282,"de venecia, christopher v.p."
HB10282,"loyola, dahlia a."
HB10282,"dalog, maximo jr. y."
HB10282,"cari, carl nicolas c."
HB10282,"haresco, teodorico jr. t."
HB10282,"tutor, kristine alexie b."
HB10282,"ebcas, adriano a."
HB10282,"ramirez-sato, josephine"
HB10282,"lara, joseph ""jojo"" l."
HB10282,"savellano, deogracias victor ""dv"" b."
HB10282,"bascug, alfel m."
HB10282,"canama, sabiniano s."
HB10282,"tiangco, john reynald m."
HB10282,"salo, ron p."
HB10282,"dimaporo, abdullah d."
HB10282,"rodriguez, rufus b."
HB10282,"fariñas, ria christina g."
HB10282,"dagooc, sergio c."
HB10282,"villarica, henry r."
HB10282,"albano, antonio ""tonypet"" t."
HB10282,"cua, junie e."
HB10282,"rivera, domingo c."
HB10282,"pineda, enrico a."
HB10282,"cueva, leo rafael m."
HB10282,"dy, faustino michael carlos iii t."
HB10282,"bravo, narciso jr. r."
HB10282,"arenas, rose marie ""baby"" j."
HB10282,"dalipe, manuel jose ""mannix"" m."
HB10282,"salvador-tambunting, joy myra"
HB10282,"suansing, estrellita b."
HB10282,"violago, micaela s."
HB10282,"nolasco, ramon jr. c."
HB10282,"natividad-nagaño, maricel g., md."
HB10282,"tupas, raul ""boboy"" c."
HB10282,"duavit, michael john r."
HB10282,"espino, jumel anthony i."
HB10282,"romero, michael  l., ph.d."
HB10282,"dy, faustino v ""inno"" a."
HB10282,"ouano-dizon, emmarie ""lolypop"" m."
HB10282,"nava, ma. lucille l., m.d."
HB10282,"bañas-nograles, shirlyn l."
HB10282,"lusotan, macnell m."
HB10282,"jimenez, cesar jr. ""jawo"" l."
HB10282,"daza, paul ruiz"
HB10282,"alfonso, samantha louise vargas"
HB10282,"gonzales, aurelio jr. ""dong"" d."
HB10282,"ong, jose jr. ""jun"" l."
HB10282,"cabochan, manuel iii dg."
HB10282,"paduano, joseph stephen ""caraps"" s."
HB10282,"vergara, rosanna ""ria"" v."
HB10282,"go, ed christopher  s."
HB10282,"yap, eric go"
HB10282,"zamora, manuel ""way kurat"" e."
HB10282,"fariñas, rudys caesar i g."
HB10282,"crisologo, anthony peter ""onyx""  d."
HB10282,"garcia, jose enrique iii ""joet"" s."
HB10283,"suansing, horacio jr. p."
HB10283,"abante, bienvenido jr. m."
HB10283,"go, mark o."
HB10283,"enverga, wilfrido mark m."
HB10283,"deloso-montalla, cheryl p."
HB10283,"lacson, virgilio s."
HB10283,"abu, raneo ""ranie"" e."
HB10283,"tejada, jose ""ping-ping"" i."
HB10283,"gorriceta, michael b."
HB10283,"garin, sharon s."
HB10283,"garcia, pablo john f."
HB10283,"fuentebella, arnie b."
HB10283,"legarda, loren"
HB10283,"ebcas, adriano a."
HB10283,"salceda, joey sarte"
HB10283,"savellano, deogracias victor ""dv"" b."
HB10283,"bascug, alfel m."
HB10283,"salo, ron p."
HB10283,"rodriguez, rufus b."
HB10283,"agabas, tyrone d."
HB10283,"barba, angelo marcos"
HB10283,"dagooc, sergio c."
HB10283,"villa, jake vincent"
HB10283,"gatchalian, wes"
HB10283,"geron, rico b."
HB10283,"arenas, rose marie ""baby"" j."
HB10283,"salvador-tambunting, joy myra"
HB10283,"suansing, estrellita b."
HB10283,"violago, micaela s."
HB10283,"nograles, jericho jonas b."
HB10283,"cueva, leo rafael m."
HB10283,"ordanes, rodolfo m."
HB10283,"tan, angelina ""helen"" d.l., m.d."
HB10283,"kho, wilton ""tonton"" tan"
HB10283,"bañas-nograles, shirlyn l."
HB10283,"yap, eric go"
HB10283,"crisologo, anthony peter ""onyx""  d."
HB10284,"suansing, horacio jr. p."
HB10284,"plaza, eddiebong g."
HB10284,"go, mark o."
HB10284,"bordado, gabriel jr. h."
HB10284,"ermita-buhain, elenita milagros ""eileen"""
HB10284,"cuaresma, luisa lloren"
HB10284,"gullas, eduardo ""eddie"" r."
HB10284,"gasataya, greg g."
HB10284,"delos santos, alfred c."
HB10284,"sanchez, hector s."
HB10284,"limkaichong, jocelyn sy"
HB10284,"gato, ciriaco jr. b."
HB10284,"biazon, ruffy b."
HB10284,"guya, godofredo n."
HB10284,"garcia, pablo john f."
HB10284,"sagarbarria, manuel t."
HB10284,"nieto, john marvin ""yul servo"" c."
HB10284,"sy-alvarado, ""kuya"" jose antonio r."
HB10284,"quimbo, stella luz a."
HB10284,"salimbangon, janice z."
HB10284,"amante-matba, ma. angelica m."
HB10284,"agabas, tyrone d."
HB10284,"yu, divina grace c."
HB10284,"barba, angelo marcos"
HB10284,"gatchalian, wes"
HB10284,"calderon, peter john d."
HB10284,"robes, florida ""rida"" p."
HB10284,"babasa, leonardo jr. l."
HB10284,"bautista-bandigan, lorna p."
HB10284,"revilla, strike b."
HB10284,"gonzalez, sandro l."
HB10284,"labadlabad, glona g."
HB10284,"deloso-montalla, cheryl p."
HB10284,"ty, diego ""nonoy"" c."
HB10284,"maceda, edward vera perez"
HB10284,"castro, france l."
HB10284,"elago, sarah jane i."
HB10284,"saulog, irene gay f."
HB10284,"dujali, alan ""aldu"" r."
HB10284,"tan, alyssa sheena p."
HB10284,"tejada, jose ""ping-ping"" i."
HB10284,"gonzaga, ruwel peter s."
HB10284,"co, angelica natasha"
HB10284,"dalog, maximo jr. y."
HB10284,"caminero, wilfredo ""willy"" s."
HB10284,"cari, carl nicolas c."
HB10284,"tutor, kristine alexie b."
HB10284,"jalosjos, romeo jr. m."
HB10284,"cabredo, fernando t."
HB10284,"dimaporo, mohamad khalid q."
HB10284,"dimaporo, abdullah d."
HB10284,"tiangco, john reynald m."
HB10284,"salo, ron p."
HB10284,"silverio, lorna c."
HB10284,"rodriguez, rufus b."
HB10284,"fariñas, ria christina g."
HB10284,"dagooc, sergio c."
HB10284,"villa, jake vincent"
HB10284,"campos, luis jr. n."
HB10284,"dy, faustino michael carlos iii t."
HB10284,"bravo, narciso jr. r."
HB10284,"arenas, rose marie ""baby"" j."
HB10284,"suarez, david ""jay-jay"" c."
HB10284,"dalipe, manuel jose ""mannix"" m."
HB10284,"uy, juliette t."
HB10284,"salvador-tambunting, joy myra"
HB10284,"violago, micaela s."
HB10284,"bernos, joseph sto. niño b."
HB10284,"natividad-nagaño, maricel g., md."
HB10284,"sakaluran, princess  rihan m."
HB10284,"matugas, francisco jose ii ""bingo"" f., cpa,ceso,llb"
HB10284,"duavit, michael john r."
HB10284,"ouano-dizon, emmarie ""lolypop"" m."
HB10284,"nava, ma. lucille l., m.d."
HB10284,"frasco, vincent franco 'duke'  d."
HB10284,"kho, wilton ""tonton"" tan"
HB10284,"espina, gerardo  jr. ""gerryboy""  j."
HB10284,"vargas, alfred d."
HB10284,"jimenez, cesar jr. ""jawo"" l."
HB10284,"daza, paul ruiz"
HB10284,"tan, angelina ""helen"" d.l., m.d."
HB10284,"vergara, rosanna ""ria"" v."
HB10284,"yap, eric go"
HB10284,"go, ed christopher  s."
HB10284,"sarmiento, edgar mary s."
HB10284,"zamora, manuel ""way kurat"" e."
HB10284,"benitez, francisco ""kiko""  b."
HB10284,"fariñas, rudys caesar i g."
HB10284,"garcia, jose enrique iii ""joet"" s."
HB10285,"co, angelica natasha"
HB10286,"cagas, mercedes ""didi"" c."
HB10287,"sy-alvarado, ""kuya"" jose antonio r."
HB10288,"sy-alvarado, ""kuya"" jose antonio r."
HB10289,"sy-alvarado, ""kuya"" jose antonio r."
HB10290,"go, mark o."
HB10290,"bordado, gabriel jr. h."
HB10290,"cabredo, fernando t."
HB10290,"bascug, alfel m."
HB10290,"romulo, roman t."
HB10290,"cuaresma, luisa lloren"
HB10290,"yu, divina grace c."
HB10290,"castro, france l."
HB10290,"mariano-hernandez, ruth"
HB10290,"escudero, evelina g."
HB10290,"sanchez, hector s."
HB10290,"saulog, irene gay f."
HB10290,"de venecia, christopher v.p."
HB10290,"violago, micaela s."
HB10290,"cari, carl nicolas c."
HB10290,"vergara, rosanna ""ria"" v."
HB10290,"yap, eric go"
HB10291,"tutor, kristine alexie b."
HB10291,"go, mark o."
HB10291,"bordado, gabriel jr. h."
HB10291,"cabredo, fernando t."
HB10291,"dimaporo, abdullah d."
HB10291,"quimbo, stella luz a."
HB10291,"romulo, roman t."
HB10291,"cuaresma, luisa lloren"
HB10291,"elago, sarah jane i."
HB10291,"mariano-hernandez, ruth"
HB10291,"oaminal, henry s."
HB10291,"escudero, evelina g."
HB10291,"abueg-zaldivar, cyrille ""beng"" f."
HB10291,"fortuno, jocelyn f."
HB10291,"tejada, jose ""ping-ping"" i."
HB10291,"loyola, dahlia a."
HB10291,"reyes, allan benedict s."
HB10291,"bautista-bandigan, lorna p."
HB10291,"violago, micaela s."
HB10291,"dalog, maximo jr. y."
HB10291,"cari, carl nicolas c."
HB10291,"vergara, rosanna ""ria"" v."
HB10291,"yap, eric go"
HB10291,"lusotan, macnell m."
HB10292,"tutor, kristine alexie b."
HB10292,"go, mark o."
HB10292,"bordado, gabriel jr. h."
HB10292,"cabredo, fernando t."
HB10292,"dimaporo, abdullah d."
HB10292,"quimbo, stella luz a."
HB10292,"romulo, roman t."
HB10292,"cuaresma, luisa lloren"
HB10292,"elago, sarah jane i."
HB10292,"mariano-hernandez, ruth"
HB10292,"oaminal, henry s."
HB10292,"escudero, evelina g."
HB10292,"abueg-zaldivar, cyrille ""beng"" f."
HB10292,"fortuno, jocelyn f."
HB10292,"tejada, jose ""ping-ping"" i."
HB10292,"loyola, dahlia a."
HB10292,"reyes, allan benedict s."
HB10292,"bautista-bandigan, lorna p."
HB10292,"violago, micaela s."
HB10292,"dalog, maximo jr. y."
HB10292,"cari, carl nicolas c."
HB10292,"vergara, rosanna ""ria"" v."
HB10292,"yap, eric go"
HB10292,"lusotan, macnell m."
HB10293,"tutor, kristine alexie b."
HB10293,"go, mark o."
HB10293,"bordado, gabriel jr. h."
HB10293,"cabredo, fernando t."
HB10293,"dimaporo, abdullah d."
HB10293,"quimbo, stella luz a."
HB10293,"romulo, roman t."
HB10293,"cuaresma, luisa lloren"
HB10293,"elago, sarah jane i."
HB10293,"mariano-hernandez, ruth"
HB10293,"oaminal, henry s."
HB10293,"escudero, evelina g."
HB10293,"abueg-zaldivar, cyrille ""beng"" f."
HB10293,"fortuno, jocelyn f."
HB10293,"tejada, jose ""ping-ping"" i."
HB10293,"loyola, dahlia a."
HB10293,"reyes, allan benedict s."
HB10293,"bautista-bandigan, lorna p."
HB10293,"violago, micaela s."
HB10293,"dalog, maximo jr. y."
HB10293,"cari, carl nicolas c."
HB10293,"vergara, rosanna ""ria"" v."
HB10293,"yap, eric go"
HB10293,"lusotan, macnell m."
HB10294,"singson, jose jr. ""bonito"" c."
HB10295,"ramirez-sato, josephine"
HB10296,"santos-recto, vilma"
HB10296,"rodriguez, rufus b."
HB10296,"albano, antonio ""tonypet"" t."
HB10296,"villafuerte, luis raymund  jr. ""lray"" f."
HB10297,"marquez, carlito s."
HB10298,"villafuerte, luis raymund  jr. ""lray"" f."
HB10299,"salvador-tambunting, joy myra"
HB10300,"salvador-tambunting, joy myra"
HB10301,"brosas, arlene d."
HB10301,"go, mark o."
HB10301,"bordado, gabriel jr. h."
HB10301,"reyes, allan benedict s."
HB10301,"ermita-buhain, elenita milagros ""eileen"""
HB10301,"cuaresma, luisa lloren"
HB10301,"gullas, eduardo ""eddie"" r."
HB10301,"gasataya, greg g."
HB10301,"belmonte, jose christopher y."
HB10301,"acosta-alba, maria lourdes"
HB10301,"sanchez, hector s."
HB10301,"gato, ciriaco jr. b."
HB10301,"gorriceta, michael b."
HB10301,"umali, ma. victoria v."
HB10301,"guya, godofredo n."
HB10301,"sangcopan, amihilda j."
HB10301,"nieto, john marvin ""yul servo"" c."
HB10301,"agabas, tyrone d."
HB10301,"romulo, roman t."
HB10301,"barba, angelo marcos"
HB10301,"gatchalian, wes"
HB10301,"robes, florida ""rida"" p."
HB10301,"bautista-bandigan, lorna p."
HB10301,"babasa, leonardo jr. l."
HB10301,"hofer, ann k."
HB10301,"labadlabad, glona g."
HB10301,"deloso-montalla, cheryl p."
HB10301,"lacson, virgilio s."
HB10301,"maceda, edward vera perez"
HB10301,"acop, resurreccion m."
HB10301,"ferrer, juliet marie de leon"
HB10301,"mariano-hernandez, ruth"
HB10301,"fortun, lawrence ""law"" h."
HB10301,"saulog, irene gay f."
HB10301,"dujali, alan ""aldu"" r."
HB10301,"bagatsing, cristal l."
HB10301,"tan, alyssa sheena p."
HB10301,"alonte, marlyn ""len"" b."
HB10301,"tejada, jose ""ping-ping"" i."
HB10301,"loyola, dahlia a."
HB10301,"gonzaga, ruwel peter s."
HB10301,"dalog, maximo jr. y."
HB10301,"cari, carl nicolas c."
HB10301,"tutor, kristine alexie b."
HB10301,"cabredo, fernando t."
HB10301,"lara, joseph ""jojo"" l."
HB10301,"abunda, maria fe r."
HB10301,"savellano, deogracias victor ""dv"" b."
HB10301,"bascug, alfel m."
HB10301,"dimaporo, abdullah d."
HB10301,"tiangco, john reynald m."
HB10301,"salo, ron p."
HB10301,"rodriguez, rufus b."
HB10301,"fariñas, ria christina g."
HB10301,"villarica, henry r."
HB10301,"cua, junie e."
HB10301,"dalipe, manuel jose ""mannix"" m."
HB10301,"suarez, david ""jay-jay"" c."
HB10301,"salvador-tambunting, joy myra"
HB10301,"suansing, estrellita b."
HB10301,"violago, micaela s."
HB10301,"natividad-nagaño, maricel g., md."
HB10301,"nava, ma. lucille l., m.d."
HB10301,"mariño,  mario vittorio ""marvey"" a."
HB10301,"ong, jose jr. ""jun"" l."
HB10301,"vergara, rosanna ""ria"" v."
HB10301,"go, ed christopher  s."
HB10301,"yap, eric go"
HB10301,"garcia, jose enrique iii ""joet"" s."
HB10302,"go, mark o."
HB10302,"ebcas, adriano a."
HB10302,"savellano, deogracias victor ""dv"" b."
HB10302,"bascug, alfel m."
HB10302,"violago, micaela s."
HB10302,"silverio, lorna c."
HB10302,"fariñas, ria christina g."
HB10302,"barba, angelo marcos"
HB10302,"dagooc, sergio c."
HB10302,"elago, sarah jane i."
HB10302,"albano, antonio ""tonypet"" t."
HB10302,"gato, ciriaco jr. b."
HB10302,"saulog, irene gay f."
HB10302,"loyola, dahlia a."
HB10302,"guya, godofredo n."
HB10302,"aragones, sol"
HB10302,"frasco, vincent franco 'duke'  d."
HB10302,"matugas, francisco jose ii ""bingo"" f., cpa,ceso,llb"
HB10302,"bañas-nograles, shirlyn l."
HB10302,"dy, faustino v ""inno"" a."
HB10303,"agabas, tyrone d."
HB10303,"villanueva, noel l."
HB10303,"chungalao, solomon r."
HB10303,"villafuerte, luis raymund  jr. ""lray"" f."
HB10304,"vargas, alfred d."
HB10305,"go, mark o."
HB10305,"olivarez, eric l."
HB10305,"cabredo, fernando t."
HB10305,"marquez, carlito s."
HB10305,"alvarez, franz ""chicoy"" e."
HB10305,"savellano, deogracias victor ""dv"" b."
HB10305,"romualdez, yedda marie k."
HB10305,"bascug, alfel m."
HB10305,"fariñas, ria christina g."
HB10305,"dagooc, sergio c."
HB10305,"garbin, alfredo jr. a."
HB10305,"acosta-alba, maria lourdes"
HB10305,"atienza, jose jr. l."
HB10305,"gato, ciriaco jr. b."
HB10305,"zubiri, manuel f."
HB10305,"ong, ronnie l."
HB10305,"saulog, irene gay f."
HB10305,"cueva, leo rafael m."
HB10305,"bagatsing, cristal l."
HB10305,"de venecia, christopher v.p."
HB10305,"biazon, ruffy b."
HB10305,"chungalao, solomon r."
HB10305,"violago, micaela s."
HB10305,"aragones, sol"
HB10305,"guico, ramon iii ""mon-mon"" v."
HB10306,"biron, braeden john q."
HB10306,"alvarez, franz ""chicoy"" e."
HB10306,"gorriceta, michael b."
HB10306,"maceda, edward vera perez"
HB10306,"baronda, julienne ""jam"" l."
HB10306,"nograles, jericho jonas b."
HB10306,"ferrer, luis iv ""jon-jon"" a."
HB10307,"ebcas, adriano a."
HB10307,"nograles, jericho jonas b."
HB10307,"nieto, john marvin ""yul servo"" c."
HB10307,"dimaporo, abdullah d."
HB10307,"ty, diego ""nonoy"" c."
HB10307,"agabas, tyrone d."
HB10307,"rodriguez, rufus b."
HB10307,"cuaresma, luisa lloren"
HB10307,"dagooc, sergio c."
HB10307,"mariano-hernandez, ruth"
HB10307,"sanchez, hector s."
HB10307,"padiernos, jose gay g."
HB10307,"bagatsing, cristal l."
HB10307,"tan, alyssa sheena p."
HB10307,"arenas, rose marie ""baby"" j."
HB10307,"guya, godofredo n."
HB10307,"macapagal arroyo, juan miguel"
HB10307,"de jesus, presley c."
HB10308,"go, mark o."
HB10308,"defensor, lorenz r."
HB10308,"saulog, irene gay f."
HB10308,"quimbo, stella luz a."
HB10308,"romulo, roman t."
HB10308,"ferrer, juliet marie de leon"
HB10308,"dalog, maximo jr. y."
HB10308,"nograles, juan fidel felipe f."
HB10308,"mariano-hernandez, ruth"
HB10308,"benitez, francisco ""kiko""  b."
HB10308,"angara, rommel rico t."
HB10309,"sy-alvarado, ""kuya"" jose antonio r."
HB10310,"sy-alvarado, ""kuya"" jose antonio r."
HB10311,"sy-alvarado, ""kuya"" jose antonio r."
HB10312,"sy-alvarado, ""kuya"" jose antonio r."
HB10313,"sy-alvarado, ""kuya"" jose antonio r."
